Text,Label
boj kuroda warns secondround effect covid may dent economic growth httpsreuterscomarticlejapaneconomybojidukkbn23x0e3taid5ef5996c89f42300010633f1utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomg3hhhyo4ts,real
needs stronger markets watchdog covid recovery barclays says httpsreuterscomarticlehealthcoronavirusmarketsidukkbn23x1petaid5ef61a5f1da48f00010f7971utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomphwyesuvx7,real
covid death toll rises 414 186 httpsreuterscomarticlehealthcoronavirusbritaincasualtiesidukkbn23x23etaid5ef6297b89f423000106360autm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomlvihxhudum,real
bournemouth raises alarm huge crowds ignore covid advice flock coast httpsreuterscomarticlehealthcoronavirusbritainbeachesidukkbn23w2h5taid5ef572ad1da48f00010f7713utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercom2rjfurjlg9,real
just far railways has received ¹620 crore central covid fund chairperson railway board pti,real
everything you love about your neighborhood bar ambience crowds music freeflowing alcohol makes ideal place catch covid httpsnyti3dyymde,real
wearing mask protects you others covid here are some tips making them work better you httpsnyti2vzwd6l,real
coronavirus outbreak meatpacking plant exposes weakness germany covid response httpswapo3earle0,real
perspective schools daycare closed covid worsening women inequality httpswapo2zf4zv5,real
almost onethird black americans know someone who died covid survey shows httpswapo2zbfj3v,real
black funeral homes see heavy toll covid their communities httpswapo2vfugvz,real
travel one clearest ways show how coronavirus has disrupted world migration trade covid erasing decades economic gains achieved through globalization httpswapo2bfxhgs,real
perspective covid outbreaks jails prisons should make rethink incarceration httpswapo2ayvp97,real
coronavirus world map which countries have most covid cases deaths httpswwwtheguardiancomworld2020juncoronavirusworldmapwhichcountrieshavethemostcovidcasesanddeathsutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593279140,real
coronavirus map latest deaths confirmed covid cases httpswwwtheguardiancomworld2020juncoronavirusmapthelatestdeathsandconfirmedcovidcasesutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593257082,real
opened too quickly texas becomes model inadequate covid response httpswwwtheguardiancomnews2020junopenedtooquicklytexasbecomesmodelinadequatecoronaviruspandemicresponseutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593265989,real
moj failed investigate potential covid cluster among cleaners httpswwwtheguardiancomglobaldevelopment2020junmojfailedinvestigatepotentialcovidclusteramongcleanersutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593230682,real
stressed encouraging industrial commercial business establishments set covid helpdesks keep people safe virus coronavirus uttarpradesh httpswwwindiatodayindiastorytargetincreasedailycovid19testingcapacity00016946602020,real
civic body faced allegations regarding death senior citizen azadnagar covid care center ghatkopar mumbai journovidya httpswwwindiatodayindiastorymumbaibmcdeniesclaimsnegligencecovidtreatmentviralvideobaseless16932372020,real
june girls government shelter home swarup nagar kanpur were found covid positive kanpur coronavirus httpswwwindiatodayindiastorykanpurshelterhomecaseofficialssuspended16946832020,real
covid patients are being administered different drugs were approved treating other diseases let take look all these drugs milan_reports itvideo more videos httpbitit_videos pictwittercomqrzkmlmmms,real
covid patients are being administered different drugs were approved treating other diseases let take look all these drugs milan_reports itvideo more videos httpbitit_videos pictwittercom0icepx9ewm,real
coronaviruscrisis time accept reality community transmission month july likely worst can person cured covid get again aiims director randeep guleria answers all your queries newstoday live httpbitit_livetv pictwittercomxvu16jl4eq,real
coronaviruscrisis delhi govt changes strategy fight against covid here report aishpaliwal kejriwal fight plan newstoday live httpbitit_livetv pictwittercomfvmghvxxfy,real
indiafightscorona aapbjp twitter war before amit shahkejriwal visit delhi 10000bed covid facility radha soami beas here detailed report itvideo pictwittercomwwcy6bay4j,real
arranging cow milk special baby food bringing toys hospital staff does all when there child admitted covid treatment here day life infant yearold veronica who battling coronavirus noida hospital newsmo vertical pictwittercomopzsmfpn7i,real
caregivers plasma donors mumbai hospital staff covid fight httpswwwndtvcommumbainewsfromcaregiversplasmadonorsmumbaihospitalstaffscovidfight2253004 pictwittercomlntxwxj52z,real
actor zoa morani recovered covid donated plasma savealife hear her experience httpstwittercomndtvstatus1276503021082611712,real
florida arizona hit daily highs covid cases httpsreuterscomarticlehealthcoronavirususaidukkbn23y0mrtaid5ef7892f1da48f00010f7e7dutm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomjwsgounjio,real
death toll confirmed covid cases 100 514 httpsreuterscomarticlehealthcoronavirusbritaintollidukkbn23y0n7taid5ef76d094ce8410001467572utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercombbxy2mfs52,real
ditches quarantine arrivals low covid risk countries httpsreuterscomarticlehealthcoronavirusbritainquarantineidukkbn23x2vataid5ef7bb8589f4230001063b4futm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercom8ykc0ouvhj,real
ditches quarantine arrivals low covid risk countries httpsreuterscomarticlehealthcoronavirusbritainquarantineidukkbn23x2vataid5ef780f11da48f00010f7e5futm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomtbqlfvkylb,real
ditches quarantine arrivals low covid risk countries httpsreuterscomarticlehealthcoronavirusbritainquarantineidukkbn23x2vataid5ef68d2d4ce84100014672f2utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomnwewqpre0l,real
brazil signs agreement produce astrazeneca experimental covid vaccine httpsreuterscomarticlehealthcoronavirusbrazilvaccineidukkbn23y0nbtaid5ef785a189f4230001063a98utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomjm6brywyl1,real
covid crisis may disrupt man united transfer plans says solskjaer httpsreuterscomarticlesoccerenglandnormunpreviewidukkbn23y07etaid5ef6e12e1da48f00010f7c68utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercom6sltpsoqtl,real
florida arizona hit daily highs covid cases httpsreuterscomarticlehealthcoronavirususaidukkbn23y0pgtaid5ef783491da48f00010f7e6cutm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomfdyo74cccd,real
roche not yet meeting demand molecular covid tests says chairman httpsreuterscomarticlehealthcoronavirustreatmentsrocheidukkbn23y0ehtaid5ef73cf54ce84100014674f3utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomy7wwgnzof7,real
liverpool fans celebrating title urged return home amid covid worries httpsreuterscomarticlehealthcoronavirussoccerliverpoolidukkbn23y04otaid5ef6ced21da48f00010f7c20utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercoms9dhfp3kua,real
death toll confirmed covid cases 100 514 httpsreuterscomarticlehealthcoronavirusbritaintollidukkbn23y0n5taid5ef776861da48f00010f7e3autm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomlhw8szdjra,real
states including maharashtra delhi tamil nadu contributed active covid caseload httpstribmdswvmc,real
your bill works out ¹14660 would you like pay cash card asked day before due check out city hotel now covid quarantine facility httpstrib5atnlaj,real
coronavirus spirited yearold woman returned home friday after recovering covid19 record nine days bengaluru click link below latest covid india updates httpsbit2nwahhj,real
opinion white house right about one thing covid need young people help httpswapo386xr7r,real
this italian hilltown covidfree but reopens visitors will lose status httpswapo386wdjs,real
screen survivors covid ptsd say mental health experts httpswwwtheguardiancomworld2020junscreensurvivorscovidforptsdsaymentalhealthexpertsutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593350164,real
global report covid cases exceed 10m anxieties rise over httpswwwtheguardiancomworld2020junglobalreportcovidcasesexceed10manxietiesriseoverutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593362105,real
covid confusion overshadows brendon todd travelers lead httpswwwtheguardiancomsport2020juncoronavirusconfusiondustinjohnsontravelerschampionshipwebbsimpsonutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593299792,real
case study covid survivor recalls her all too real nightmare httpswwwtheguardiancomsociety2020juncasestudycovidsurvivorrecallsheralltoorealnightmareutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593351312,real
coronavirus australia victoria nurse tests positive covid state reports jump cases httpswwwtheguardiancomaustralianews2020juncoronavirusaustraliavictoriareportsjumpcasesandsendsemergencyalertshotspotsutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593299789,real
according government plan administration will set 229 beds banquet halls ramp medical infrastructure deal covid situation delhi httpswwwindiatodayindiastorycoronavirusdelhigovtlinks055bedsbanquethallswithstaterunhospitals16947152020,real
how will medical staff additional covid facilities delhi arranged home minister amit shah answers this question also talks about developing strategy national capital region ncr itvideo coronaviruspandemic pictwittercomxf1jlnhffx,real
latest data developments related covid india itvideo coronaviruspandemic pictwittercomlx4b2akf9y,real
delhi government ramps efforts against covid cases continue rise sharply itvideo pictwittercomdunjrmi9ly,real
after govt imposed restrictions baba ramdev anticovid medicine coronil several social media users are claiming ayush ministry did because approving scientific panel has six muslim scientists this true afwafactcheck factcheck pictwittercom3c2u9ynni8,real
tamlinadu records biggest single day spike covid cases itvideo pictwittercomlqme7au87p,real
india fight against covid continues number cases crosses five lakh marks itvideo coronaviruspandemic pictwittercom6iqytur6ec,real
maharashtra government eases lockdown restrictions amid rising number covid cases itvideo pictwittercomg6x5sbtys8,real
home minister amit shah clarifies his tweets 45th anniversary imposition emergency says have not indulged any politics during covid times itvideo amitshah pictwittercomjhsmwynqqo,real
private hospitals can reject patients covidlike symptoms karnataka httpswwwndtvcomindianewsprivatehospitalsmusttreatcovidpatientsthosewithsymptomskarnataka2253646 pictwittercomlh7st9meoi,real
factbox what doctors have learned about fighting covid httpsreuterscomarticlehealthcoronaviruslessonsidukkbn23z04itaid5ef872551da48f00010f815eutm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomqqceblc9uc,real
death toll confirmed covid cases 550 httpsreuterscomarticlehealthcoronavirusbritaintollidukkbn23z0ibtaid5ef8bd541da48f00010f8244utm_campaigntrueanthemtrendingcontentutm_mediumtrueanthemutm_sourcetwitter pictwittercomkwie91egwn,real
just prime minister narendramodi called old colleague later political rival shankarsinh vaghela inquired about his health after latter tested positive covid nistula httpsbit3djhhcx,real
union health ministry released updated clinical management protocol covid cases this includes advice use dexamethasone alternative methylprednisolone managing moderate severe cases httpsbit2bf7jxy,real
cdc preparing new guidelines riding elevators tight indoor spaces where covid can easily travel one person next here what agency considering passenger limits off paths masks small talk httpsnyti2yferfs,real
health officials political leaders downplayed denied risk people symptoms spreading coronavirus february tens thousands seemingly healthy people became army silent covid carriers httpsnyti2bmlkkg,real
author michael rosen says doctors warned him might not wake while being treated covid httpsbbc38c5wyq,real
latest cdc covidview shows indicators used monitor covid19 remain below peaks march april however multiple parts are seeing increases levels covidlike illness percentage ppl testing positive covid19 httpsbit2vifflz pictwittercomo3cs7we9zs,real
who pushes test trace isolate covid outbreak hits six months video httpswwwtheguardiancomworldvideo2020junwhopushtesttraceandisolatecovidoutbreakhitssixmonthsvideoutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593451508,real
poland should get less covid fund due rights record claim member states httpswwwtheguardiancomworld2020junpolandshouldgetlessfromcovidfundduerightsrecordclaimmemberstatesutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593414867,real
trump ignores covid risk renewed attack corrupt mail voting httpswwwtheguardiancomnews2020juntrumpmailvotingcoronaviruspandemicutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593455523,real
leicester lockdown extended contain covid outbreak says hancock video httpswwwtheguardiancomnewsvideo2020junleicesterlockdownextendedcontaincovidoutbreaksayshancockvideoutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593473071,real
mortgage approvals slump covid hits housing market business live httpswwwtheguardiancombusinesslive2020junmarketsnervouscovidcasesnewsmortgagesfacebooksharesbusinessliveutm_termautofeedcmptwt_bgdnnewsutm_mediumsocialutm_sourcetwitterechobox1593417646,real
